Date,Open,High,Low,Close,Adj Close,Volume
2001-06-01,421.980988,442.122986,409.209015,420.507996,178.016113,2266203
2001-07-01,422.963989,471.105988,420.015991,466.684998,202.753113,2955493
2001-08-01,469.140991,483.878998,449.981995,470.614990,204.460556,2931231
2001-09-01,467.666992,490.000000,414.000000,456.000000,198.110992,5010781
2001-10-01,461.500000,476.000000,440.000000,453.500000,197.024872,3254052
2001-11-01,451.500000,458.000000,419.500000,448.000000,194.635376,4896987
2001-12-01,446.500000,465.000000,430.000000,430.000000,186.815140,2770316
2002-01-01,430.000000,501.000000,430.000000,494.000000,214.620209,4386860
2002-02-01,493.000000,519.000000,480.500000,496.500000,215.706406,4607229
2002-03-01,496.000000,509.000000,430.000000,430.000000,186.815140,2830243
2002-04-01,430.000000,508.000000,430.000000,483.500000,210.058487,1961515
2002-05-01,430.000000,484.500000,430.000000,449.000000,195.069809,2528741
2002-06-01,450.000000,450.000000,416.000000,433.000000,192.671494,1914622
2002-07-01,429.500000,457.000000,401.000000,431.500000,192.004013,3027840
2002-08-01,426.500000,433.500000,388.500000,398.500000,177.320053,2044272
2002-09-01,396.000000,415.000000,360.000000,409.500000,182.214722,1943778
2002-10-01,408.000000,457.500000,404.000000,439.000000,195.341309,2339268
2002-11-01,437.000000,455.000000,420.000000,431.500000,192.004013,1808457
2002-12-01,435.000000,438.500000,400.000000,400.500000,178.210007,1564086
2003-01-01,404.500000,434.000000,393.000000,420.000000,186.886856,2297925
2003-02-01,423.000000,423.500000,397.500000,403.000000,179.322418,1813820
2003-03-01,403.500000,435.000000,385.500000,415.500000,184.884521,2808715
2003-04-01,416.500000,438.500000,411.000000,419.500000,186.664383,2320506
2003-05-01,422.000000,430.500000,391.500000,391.500000,174.205276,3018141
2003-06-01,398.500000,407.000000,381.500000,385.000000,176.242859,3225531
2003-07-01,386.000000,402.500000,372.500000,381.000000,174.411758,2875870
2003-08-01,382.000000,387.500000,367.000000,383.000000,175.327286,2329433
2003-09-01,385.000000,402.000000,378.000000,385.000000,176.242859,2905710
2003-10-01,383.500000,399.500000,382.500000,388.500000,177.845078,2310587
2003-11-01,389.500000,395.000000,378.500000,388.500000,177.845078,2191813
2003-12-01,388.000000,411.000000,387.500000,408.000000,186.771683,2351885
2004-01-01,411.000000,430.000000,403.000000,423.500000,193.867126,2719542
2004-02-01,426.500000,428.000000,416.000000,422.500000,193.409332,1910685
2004-03-01,423.000000,429.000000,407.500000,416.000000,190.433823,3045191
2004-04-01,415.500000,425.000000,398.500000,402.500000,184.253876,1939103
2004-05-01,401.000000,405.000000,382.500000,390.000000,184.305130,2195215
2004-06-01,390.000000,415.000000,389.500000,414.000000,195.646973,2938999
2004-07-01,414.500000,418.000000,408.000000,416.000000,196.592133,1976842
2004-08-01,415.000000,422.000000,402.000000,418.500000,197.773605,2505137
2004-09-01,420.000000,434.000000,417.000000,433.000000,204.625977,2803838
2004-10-01,432.500000,439.500000,428.000000,431.250000,203.798920,3021891
2004-11-01,431.500000,448.750000,430.000000,447.250000,211.360184,2705346
2004-12-01,446.750000,454.750000,443.500000,448.000000,211.714615,2415009
2005-01-01,449.500000,452.000000,447.750000,449.500000,212.423462,1499419
2005-02-01,450.000000,470.000000,446.000000,456.500000,215.731461,3787379
2005-03-01,457.750000,458.750000,438.500000,438.500000,207.225113,2326251
2005-04-01,439.000000,442.500000,401.750000,411.500000,194.465500,3588007
2005-05-01,413.500000,423.000000,407.750000,418.000000,204.340561,2590086
2005-06-01,416.750000,420.250000,408.500000,418.000000,204.340561,3130815
2005-07-01,417.000000,431.750000,410.750000,425.500000,208.006927,2268684
2005-08-01,427.750000,428.250000,416.500000,422.000000,206.295959,1882575
2005-09-01,424.500000,430.750000,416.500000,423.000000,206.784805,1850982
2005-10-01,423.000000,428.000000,412.750000,424.500000,207.518082,1982702
2005-11-01,424.500000,429.750000,399.250000,411.750000,201.285202,3774863
2005-12-01,410.250000,420.000000,407.000000,414.750000,202.751785,2635316
2006-01-01,416.000000,418.250000,389.250000,392.750000,191.997025,2723650
2006-02-01,391.750000,404.250000,388.000000,394.250000,192.730316,2038905
2006-03-01,393.000000,432.750000,393.000000,422.500000,206.540359,3242829
2006-04-01,422.500000,434.000000,411.000000,413.750000,202.262924,2935549
2006-05-01,412.250000,419.750000,389.250000,392.000000,199.058777,3134227
2006-06-01,392.500000,407.250000,389.500000,402.500000,204.390701,2741644
2006-07-01,402.750000,411.250000,392.000000,406.000000,206.167999,1970099
2006-08-01,408.750000,421.250000,394.250000,412.750000,209.595703,2650569
2006-09-01,410.500000,418.750000,402.000000,416.250000,211.373032,2216869
2006-10-01,417.500000,438.750000,412.500000,434.500000,220.640411,2605118
2006-11-01,435.750000,453.750000,432.500000,439.000000,222.925537,2677435
2006-12-01,440.000000,466.500000,438.000000,461.250000,234.224152,2545108
2007-01-01,466.000000,486.000000,460.000000,464.500000,235.874527,3321226
2007-02-01,467.000000,477.500000,455.000000,458.000000,232.573792,2357192
2007-03-01,458.000000,460.750000,423.250000,439.250000,223.052490,4068259
