Date,Open,High,Low,Close,Adj Close,Volume
2001-06-01,174.065002,180.501007,170.673004,179.203995,62.529949,13147376
2001-07-01,178.306000,185.639999,173.964996,180.550995,87.398857,21109698
2001-08-01,180.401001,183.942993,163.500000,166.000000,80.355217,17939613
2001-09-01,166.000000,166.000000,114.000000,159.000000,76.966743,40518492
2001-10-01,159.000000,177.500000,154.500000,168.000000,81.323357,30433103
2001-11-01,168.000000,179.000000,162.500000,166.000000,80.355217,28900264
2001-12-01,165.250000,173.000000,162.000000,167.000000,80.839287,14613649
2002-01-01,166.000000,170.500000,152.000000,155.000000,75.030479,22694816
2002-02-01,154.500000,160.000000,141.750000,153.250000,74.183350,21479080
2002-03-01,153.000000,164.750000,152.250000,154.750000,74.909454,20475386
2002-04-01,154.750000,169.500000,154.750000,163.500000,79.145050,18279606
2002-05-01,163.750000,171.250000,155.750000,159.750000,77.329796,21150143
2002-06-01,159.500000,159.750000,131.000000,145.500000,71.492561,33390730
2002-07-01,143.750000,146.000000,96.500000,124.000000,60.928352,39018306
2002-08-01,122.750000,137.000000,102.750000,106.000000,52.083923,31832595
2002-09-01,105.000000,107.250000,70.099998,82.849998,40.708984,37110870
2002-10-01,83.000000,108.000000,73.199997,102.500000,50.364166,42690053
2002-11-01,102.500000,115.000000,95.199997,111.000000,54.540710,25980252
2002-12-01,110.750000,114.500000,88.000000,90.699997,44.566139,19261307
2003-01-01,97.000000,108.000000,78.949997,82.650002,40.610722,28732682
2003-02-01,85.000000,87.750000,64.300003,73.000000,35.869110,33659898
2003-03-01,73.500000,73.650002,49.599998,66.300003,32.577015,54878717
2003-04-01,66.500000,94.849998,66.500000,88.599998,43.534286,44799913
2003-05-01,87.199997,90.800003,76.599998,83.699997,41.126633,34946199
2003-06-01,85.000000,90.699997,75.050003,75.050003,37.323112,41944787
2003-07-01,75.000000,87.000000,72.599998,86.900002,43.216236,41752396
2003-08-01,86.599998,91.800003,82.099998,86.000000,42.768654,31380210
2003-09-01,87.599998,95.349998,83.500000,83.900002,41.724308,34421800
2003-10-01,84.199997,88.800003,82.250000,84.050003,41.798901,30074838
2003-11-01,84.000000,87.900002,77.800003,80.300003,39.933987,27800765
2003-12-01,81.550003,85.400002,79.849998,83.500000,41.525383,22345995
2004-01-01,84.550003,92.199997,82.000000,91.500000,45.503857,36015689
2004-02-01,91.800003,97.050003,89.150002,91.400002,45.454132,41638810
2004-03-01,91.800003,95.849998,81.500000,87.300003,43.415165,46311606
2004-04-01,87.949997,91.250000,84.050003,85.300003,42.420536,22809721
2004-05-01,85.500000,89.400002,76.849998,77.800003,38.690708,27690611
