Date,Open,High,Low,Close,Adj Close,Volume
2001-05-21,46.000000,46.099998,44.500000,44.500000,11.222801,1310200
2001-05-28,45.299999,45.299999,43.200001,43.650002,11.008432,1674800
2001-06-04,43.900002,44.400002,42.650002,43.000000,10.844503,1045400
2001-06-11,43.000000,43.200001,41.900002,42.000000,10.592307,1893200
2001-06-18,41.900002,42.599998,39.650002,41.500000,10.466208,1861200
2001-06-25,41.000000,41.299999,39.000000,40.500000,10.214010,1849100
2001-07-02,40.400002,41.599998,39.799999,40.000000,10.087912,5582900
2001-07-09,39.799999,41.000000,38.500000,39.000000,9.835713,1535100
2001-07-16,38.500000,39.099998,37.000000,37.000000,9.331317,826900
2001-07-23,36.700001,38.000000,35.500000,37.849998,9.545685,1335300
2001-07-30,37.500000,39.099998,37.450001,38.200001,9.633955,547400
2001-08-06,38.450001,40.000000,36.700001,39.299999,9.911374,2978600
2001-08-13,39.250000,40.799999,38.700001,39.799999,10.037473,3498300
2001-08-20,40.500000,41.500000,39.500000,41.000000,10.340109,1423400
2001-08-27,40.900002,41.500000,39.900002,40.700001,10.264451,1097700
2001-09-03,40.000000,40.200001,38.200001,38.900002,9.810495,1158400
2001-09-10,38.200001,38.200001,35.700001,35.700001,9.003461,1670200
2001-09-17,35.500000,36.000000,29.000000,32.000000,8.070330,2812200
2001-09-24,30.000000,33.900002,29.650000,32.000000,8.070330,3976500
2001-10-01,31.799999,31.799999,29.500000,30.000000,7.565934,1170400
2001-10-08,30.000000,30.799999,29.500000,30.700001,7.742471,607200
2001-10-15,30.900000,32.900002,30.299999,31.799999,8.019889,2014000
2001-10-22,32.200001,33.000000,32.000000,32.650002,8.234258,1891000
2001-10-29,32.500000,33.000000,32.000000,32.250000,8.133377,600000
2001-11-05,33.049999,33.799999,31.799999,33.200001,8.372964,4292300
2001-11-12,33.200001,36.150002,32.500000,35.900002,9.053902,1449000
2001-11-19,36.150002,36.400002,35.049999,35.400002,8.927800,1023700
2001-11-26,35.049999,38.099998,35.049999,37.900002,9.558296,5043900
2001-12-03,37.299999,37.799999,36.099998,36.549999,9.217828,3386400
2001-12-10,37.299999,37.299999,34.099998,34.099998,8.599943,3066300
2001-12-17,34.349998,37.299999,33.000000,36.500000,9.205219,2346700
2001-12-24,37.000000,37.900002,36.500000,37.150002,9.369148,293200
2001-12-31,37.200001,37.200001,33.000000,36.299999,9.154779,1139400
2002-01-07,36.000000,37.799999,34.500000,37.700001,9.507857,725500
2002-01-14,37.400002,37.799999,34.500000,35.500000,8.953019,1775500
2002-01-21,35.000000,36.000000,34.799999,35.000000,8.826922,1506100
2002-01-28,35.500000,36.700001,34.599998,36.000000,9.079119,1419600
2002-02-04,35.700001,36.900002,34.900002,35.500000,8.953019,1286300
2002-02-11,35.500000,37.400002,35.000000,37.400002,9.432197,1941700
2002-02-18,37.000000,37.000000,35.099998,35.500000,8.953019,496700
2002-02-25,35.849998,36.500000,34.799999,36.000000,9.079119,793700
2002-03-04,35.400002,40.200001,35.400002,39.849998,10.050081,3141700
